Book_page,Year,Site,Nest_ID,Species,Observer,Date_found,how_found,Clutch_max,floatAge,ageMethod
b95.6,1995,nome,95nome218,sesa,,1995-06-02,,4,,hatch
b95.5,1995,nome,95nome8,sesa,,1995-05-26,,4,,lay
b95.6,1995,nome,95nome33,sesa,,1995-06-04,,4,,lay
b96.6,1996,nome,96nome18,wesa,,1996-06-02,,4,,hatch
b95.5,1995,nome,95nome14,wesa,bharrington,1995-05-29,,4,,float
b95.6,1995,nome,95nome114,sesa,bharrington,1995-06-03,,4,,float
b95.6,1995,nome,95nome117,wesa,bharrington,1995-06-05,,4,,float
b95.5,1995,nome,95nome6,wesa,,1995-05-23,,4,,lay
b95.6,1995,nome,95nome126,sesa,bharrington,1995-06-12,,4,,float
b97.5,1997,nome,97nome206,wesa,,1997-05-28,,4,,
b95.5,1995,nome,95nome200,wesa,bharrington,1995-05-23,,4,,float
b96.5,1996,nome,96nome4,wesa,bharrington,1996-05-21,,4,,float
b95.5,1995,nome,95nome9,wesa,,1995-05-26,,4,,hatch
b95.5,1995,nome,95nome17,sesa,bharrington,1995-05-29,,4,,float
b95.5,1995,nome,95nome13,sesa,bharrington,1995-05-27,,4,,float
b95.5,1995,nome,95nome16,sesa,,1995-05-29,,4,,lay
b95.6,1995,nome,95nome111,sesa,,1995-06-03,,4,,hatch
b95.5,1995,nome,95nome104,wesa,,1995-05-30,,4,,hatch
b95.6,1995,nome,95nome219,wesa,,1995-06-02,,4,,lay
b96.6,1996,nome,96nome207,sesa,,1996-06-20,,2,,hatch
b95.5,1995,nome,95nome109,sesa,,1995-05-31,,4,,hatch
b95.5,1995,nome,95nome107,sesa,bharrington,1995-05-31,,4,,float
b96.6,1996,nome,96nome125,wesa,,1996-06-12,,4,,hatch
b95.6,1995,nome,95nome120,wesa,,1995-06-07,,4,,hatch
b96.5,1996,nome,96nome1,wesa,,1996-05-14,,4,,lay
b98.6,1998,nome,98nome63,sesa,bharrington,1998-06-02,,4,,float
b96.6,1996,nome,96nome32,sesa,,1996-06-08,,4,,hatch
b95.6,1995,nome,95nome30,sesa,,1995-06-03,,4,,lay
b97.6,1997,nome,97nome13,sesa,,1997-06-17,,4,,
b95.6,1995,nome,95nome28,wesa,,1995-06-02,,4,,lay
b95.6,1995,nome,95nome44,wesa,,1995-06-13,,4,,lay
b98.6,1998,nome,98nome102,sesa,,1998-06-03,,4,,hatch
b95.6,1995,nome,95nome225,sesa,bharrington,1995-06-07,,4,,float
b96.6,1996,nome,96nome31,sesa,,1996-06-08,,4,,hatch
b95.6,1995,nome,95nome125,wesa,,1995-06-12,,3,,hatch
b95.6,1995,nome,95nome47,sesa,bharrington,1995-06-15,,3,,float
b95.5,1995,nome,95nome21,wesa,bharrington,1995-05-30,,4,,float
b95.6,1995,nome,95nome38,sesa,bharrington,1995-06-09,,4,,float
b95.6,1995,nome,95nome130,sesa,,1995-06-15,,3,,hatch
b96.6,1996,nome,96nome35,sesa,,1996-06-10,,4,,hatch
b95.6,1995,nome,95nome136,wesa,,1995-06-19,,3,,hatch
b96.5,1996,nome,96nome303,wesa,bharrington,1996-05-25,,4,,float
b97.5,1997,nome,97nome128,wesa,,1997-05-23,,4,,
b95.6,1995,nome,95nome131,sesa,,1995-06-17,,4,,hatch
b96.6,1996,nome,96nome131,sesa,,1996-06-20,,4,,hatch
b95.6,1995,nome,95nome236,wesa,,1995-06-18,,4,,
b95.6,1995,nome,95nome46,wesa,bharrington,1995-06-15,,4,,float
b96.5,1996,nome,96nome203,wesa,,1996-05-25,,4,,hatch
b95.6,1995,nome,95nome237,wesa,,1995-06-18,,4,,hatch
b96.6,1996,nome,96nome118,sesa,,1996-06-08,,4,,lay
b98.6,1998,nome,98nome78,sesa,,1998-06-04,,4,,hatch
b96.6,1996,nome,96nome120,wesa,,1996-06-08,,4,,hatch
b99.5,1999,nome,99nome59,wesa,,1999-05-28,,4,,lay
b96.5,1996,nome,96nome103,wesa,bharrington,1996-05-24,,4,,float
b98.5,1998,nome,98nome38,wesa,,1998-05-29,,4,,hatch
b96.5,1996,nome,96nome102,wesa,bharrington,1996-05-22,,4,,float
b97.5,1997,nome,97nome109,wesa,,1997-05-25,,4,,
b98.6,1998,nome,98nome55,wesa,,1998-06-02,,4,,hatch
b96.6,1996,nome,96nome44,wesa,bharrington,1996-06-20,,3,,float
b96.5,1996,nome,96nome308,wesa,,1996-05-27,,4,,hatch
b96.5,1996,nome,96nome12,wesa,,1996-05-31,,4,,lay
b96.5,1996,nome,96nome202,wesa,,1996-05-24,,4,,hatch
b96.5,1996,nome,96nome304,wesa,,1996-05-26,,4,,hatch
b96.5,1996,nome,96nome104,wesa,,1996-05-25,,4,,lay
b96.5,1996,nome,96nome9,wesa,bharrington,1996-05-30,,4,,float
b96.5,1996,nome,96nome11,wesa,,1996-05-30,,4,,hatch
b96.5,1996,nome,96nome13,wesa,,1996-05-31,,4,,hatch
b96.5,1996,nome,96nome101,wesa,,1996-05-22,,4,,lay
b96.5,1996,nome,96nome301,wesa,,1996-05-24,,4,,hatch
b96.5,1996,nome,96nome105,wesa,,1996-05-27,,4,,hatch
b96.5,1996,nome,96nome110,wesa,,1996-05-31,,4,,hatch
b97.5,1997,nome,97nome308,wesa,,1997-05-26,,4,,
b96.5,1996,nome,96nome109,wesa,,1996-05-27,,4,,hatch
b96.6,1996,nome,96nome113,wesa,,1996-06-02,,4,,lay
b96.5,1996,nome,96nome10,wesa,bharrington,1996-05-30,,4,,float
b96.6,1996,nome,96nome115,sesa,,1996-06-03,,4,,hatch
b96.5,1996,nome,96nome108,wesa,,1996-05-27,,4,,lay
b96.6,1996,nome,96nome21,sesa,bharrington,1996-06-03,,4,,float
b97.6,1997,nome,97nome42,sesa,,1997-06-10,,4,,
b96.6,1996,nome,96nome25,sesa,,1996-06-04,,4,,hatch
b96.5,1996,nome,96nome8,wesa,,1996-05-26,,4,,hatch
b96.5,1996,nome,96nome307,wesa,,1996-05-27,,4,,lay
b99.6,1999,nome,99nome47,wesa,,1999-06-17,,4,,hatch
b96.6,1996,nome,96nome27,wesa,,1996-06-04,,4,,lay
b96.5,1996,nome,96nome309,wesa,,1996-05-30,,4,,hatch
b96.6,1996,nome,96nome28,sesa,,1996-06-04,,4,,hatch
b96.5,1996,nome,96nome310,wesa,,1996-05-30,,3,,lay
b96.5,1996,nome,96nome311,sesa,,1996-05-30,,4,,hatch
b96.6,1996,nome,96nome34,wesa,,1996-06-08,,4,,hatch
b96.6,1996,nome,96nome20,wesa,,1996-06-03,,4,,lay
b96.6,1996,nome,96nome26,wesa,,1996-06-04,,4,,lay
b96.6,1996,nome,96nome16,sesa,,1996-06-02,,2,,lay
b96.6,1996,nome,96nome30,wesa,,1996-06-07,,4,,hatch
b96.5,1996,nome,96nome312,sesa,bharrington,1996-05-30,,4,,float
b96.6,1996,nome,96nome121,wesa,,1996-06-08,,4,,hatch
b98.5,1998,nome,98nome44,wesa,,1998-05-30,,4,,hatch
b96.6,1996,nome,96nome111,wesa,bharrington,1996-06-02,,4,,float
b96.6,1996,nome,96nome205,wesa,,1996-06-19,,,,
b96.6,1996,nome,96nome206,wesa,,1996-06-19,,4,,hatch
b96.6,1996,nome,96nome130,wesa,,1996-06-18,,3,,lay
b96.6,1996,nome,96nome45,wesa,,1996-06-21,,,,
b96.6,1996,nome,96nome46,wesa,,1996-06-21,,,,
b97.6,1997,nome,97nome107,sesa,,1997-06-11,,4,,
b96.6,1996,nome,96nome122,wesa,,1996-06-09,,3,,
b98.6,1998,nome,98nome67,wesa,,1998-06-02,,4,,hatch
b96.6,1996,nome,96nome124,wesa,,1996-06-10,,4,,
b97.5,1997,nome,97nome8,wesa,,1997-05-26,,4,,
b99.5,1999,nome,99nome101,wesa,,1999-05-30,,3,,hatch
b96.6,1996,nome,96nome127,wesa,,1996-06-16,,,,
b96.5,1996,nome,96nome305,wesa,,1996-05-26,,4,,lay
b96.6,1996,nome,96nome29,wesa,bharrington,1996-06-05,,4,,float
b96.6,1996,nome,96nome37,wesa,,1996-06-13,,4,,hatch
b97.5,1997,nome,97nome201,wesa,,1997-05-26,,4,,
b99.6,1999,nome,99nome105,wesa,,1999-06-01,,3,,hatch
b97.6,1997,nome,97nome187,sesa,,1997-06-19,,4,,
b96.6,1996,nome,96nome123,wesa,,1996-06-10,,4,,hatch
b98.5,1998,nome,98nome47,wesa,,1998-05-31,,4,,hatch
b96.6,1996,nome,96nome128,sesa,,1996-06-15,,4,,hatch
b96.6,1996,nome,96nome41,wesa,,1996-06-17,,,,
b97.5,1997,nome,97nome24,wesa,,1997-05-26,,4,,
b96.6,1996,nome,96nome208,wesa,,1996-06-23,,3,,
b98.6,1998,nome,98nome81,sesa,,1998-06-09,,4,,hatch
b98.6,1998,nome,98nome70,sesa,,1998-06-03,,4,,hatch
b97.5,1997,nome,97nome27,wesa,,1997-05-25,,4,,
b97.5,1997,nome,97nome203,wesa,,1997-05-27,,4,,
b97.6,1997,nome,97nome600,sesa,,1997-06-17,,4,,
b97.6,1997,nome,97nome6,sesa,,1997-06-06,,4,,
b97.5,1997,nome,97nome1,wesa,,1997-05-27,,4,,
b97.5,1997,nome,97nome200,wesa,,1997-05-25,,4,,
b97.5,1997,nome,97nome113,wesa,,1997-05-25,,3,,
b97.5,1997,nome,97nome105,wesa,,1997-05-23,,4,,
b97.6,1997,nome,97nome100,sesa,,1997-06-04,,4,,
b98.6,1998,nome,98nome56,sesa,,1998-06-01,,4,,hatch
b97.5,1997,nome,97nome121,wesa,,1997-05-29,,4,,
b98.6,1998,nome,98nome1,wesa,,1998-06-16,,4,,hatch
b97.6,1997,nome,97nome38,wesa,,1997-06-13,,4,,
b97.6,1997,nome,97nome305,wesa,,1997-06-14,,4,,
b97.6,1997,nome,97nome194,wesa,,1997-06-21,,3,,
b98.5,1998,nome,98nome40,wesa,,1998-05-30,,4,,hatch
b98.6,1998,nome,98nome69,sesa,bharrington,1998-06-02,,4,,float
b98.6,1998,nome,98nome76,wesa,,1998-06-08,,4,,hatch
b98.6,1998,nome,98nome80,wesa,,1998-06-04,,4,,hatch
b98.6,1998,nome,98nome85,wesa,,1998-06-07,,3,,lay
b98.6,1998,nome,98nome82,wesa,,1998-06-10,,4,,hatch
b98.6,1998,nome,98nome122,sesa,bharrington,1998-06-10,,4,,float
b98.5,1998,nome,98nome42,wesa,,1998-05-30,,4,,hatch
b98.6,1998,nome,98nome75,wesa,,1998-06-04,,4,,hatch
b97.5,1997,nome,97nome309,wesa,,1997-05-25,,4,,
b97.5,1997,nome,97nome115,wesa,,1997-05-25,,4,,
b97.5,1997,nome,97nome310,wesa,,1997-05-25,,2,,
b97.6,1997,nome,97nome314,wesa,,1997-06-04,,4,,
b97.5,1997,nome,97nome311,sesa,,1997-05-29,,4,,
b97.6,1997,nome,97nome306,wesa,,1997-06-09,,4,,
b98.6,1998,nome,98nome123,wesa,,1998-06-16,,4,,lay
b98.5,1998,nome,98nome51,sesa,,1998-05-31,,4,,hatch
b98.5,1998,nome,98nome50,wesa,,1998-05-31,,3,,hatch
b98.6,1998,nome,98nome65,wesa,,1998-06-02,,4,,hatch
b98.5,1998,nome,98nome52,wesa,,1998-05-31,,4,,hatch
b98.6,1998,nome,98nome74,wesa,,1998-06-04,,3,,hatch
b99.6,1999,nome,99nome60,wesa,,1999-06-07,,4,,hatch
b98.6,1998,nome,98nome64,wesa,,1998-06-03,,4,,hatch
b98.6,1998,nome,98nome127,wesa,,1998-06-13,,4,,hatch
b98.6,1998,nome,98nome114,wesa,,1998-06-13,,4,,hatch
b98.6,1998,nome,98nome124,sesa,,1998-06-10,,4,,hatch
b98.6,1998,nome,98nome211,wesa,,1998-06-24,,4,,hatch
b99.6,1999,nome,99nome50,wesa,bharrington,1999-06-01,,4,,float
b99.6,1999,nome,99nome128,wesa,,1999-06-15,,4,,hatch
b99.6,1999,nome,99nome104,wesa,,1999-06-01,,1,,hatch
b99.6,1999,nome,99nome707,sesa,,1999-06-18,,,,
b99.6,1999,nome,99nome204,sesa,,1999-06-18,,4,,hatch
b99.6,1999,nome,99nome79,sesa,bharrington,1999-06-15,,4,,float
b99.6,1999,nome,99nome17,wesa,,1999-06-22,,3,,hatch
b99.6,1999,nome,99nome133,sesa,,1999-06-08,,4,,hatch
b99.6,1999,nome,99nome136,sesa,,1999-06-08,,4,,hatch
b99.6,1999,nome,99nome100,wesa,,1999-06-15,,4,,hatch
b99.6,1999,nome,99nome5,wesa,,1999-06-15,,3,,hatch
b99.6,1999,nome,99nome206,sesa,,1999-06-16,,3,,hatch
b99.6,1999,nome,99nome106,wesa,,1999-06-01,,3,,
b99.6,1999,nome,99nome122,wesa,,1999-06-11,,4,,hatch
b99.6,1999,nome,99nome107,wesa,,1999-06-23,,4,,
b96.6,1996,nome,96nome119,wesa,,1996-06-08,,4,,hatch
b95.6,1995,nome,95nome305,wesa,,1995-06-08,,4,,lay
b96.6,1996,nome,96nome17,wesa,,1996-06-02,,4,,hatch
b96.6,1996,nome,96nome43,sesa,,1996-06-20,,4,,hatch
b94.5,1994,nome,94nome10,sesa,,1994-05-24,,4,,lay
b95.6,1995,nome,95nome29,sesa,,1995-06-02,,4,,hatch
b94.5,1994,nome,94nome5,wesa,,1994-05-23,,4,,hatch
b95.5,1995,nome,95nome202,wesa,bharrington,1995-05-24,,4,,float
b96.5,1996,nome,96nome6,wesa,bharrington,1996-05-24,,4,,float
b98.5,1998,nome,98nome45,wesa,,1998-05-30,,4,,hatch
b93.5,1993,nome,93nome18,wesa,,1993-05-31,,4,,hatch
b93.5,1993,nome,93nome110,sesa,,1993-05-28,,4,,lay
b93.5,1993,nome,93nome106,sesa,bharrington,1993-05-28,,4,,float
b95.5,1995,nome,95nome210,wesa,,1995-05-30,,4,,hatch
b93.6,1993,nome,93nome20,wesa,,1993-06-04,,4,,hatch
b93.5,1993,nome,93nome3,sesa,,1993-05-27,,4,,lay
b93.5,1993,nome,93nome4,sesa,,1993-05-27,,4,,hatch
b94.5,1994,nome,94nome26,sesa,bharrington,1994-05-28,,4,,float
b93.5,1993,nome,93nome5,wesa,,1993-05-27,,4,,lay
b93.5,1993,nome,93nome303,sesa,bharrington,1993-05-28,,4,,float
b97.6,1997,nome,97nome7,sesa,,1997-06-04,,4,,
b93.5,1993,nome,93nome6,sesa,bharrington,1993-05-27,,4,,float
b94.5,1994,nome,94nome28,sesa,bharrington,1994-05-30,,4,,float
b95.6,1995,nome,95nome229,sesa,,1995-06-09,,4,,
b96.6,1996,nome,96nome126,sesa,,1996-06-13,,4,,hatch
b93.5,1993,nome,93nome302,sesa,bharrington,1993-05-27,,4,,float
b93.5,1993,nome,93nome111,sesa,,1993-05-28,,4,,hatch
b94.5,1994,nome,94nome25,sesa,,1994-05-28,,4,,hatch
b95.5,1995,nome,95nome205,sesa,,1995-05-26,,4,,hatch
b93.5,1993,nome,93nome2,sesa,,1993-05-27,,3,,
b93.5,1993,nome,93nome104,sesa,bharrington,1993-05-28,,4,,float
b93.5,1993,nome,93nome103,sesa,,1993-05-28,,4,,hatch
b95.5,1995,nome,95nome23,sesa,,1995-05-30,,4,,lay
b93.5,1993,nome,93nome105,sesa,bharrington,1993-05-28,,4,,float
b93.5,1993,nome,93nome119,wesa,,1993-05-31,,4,,hatch
b93.5,1993,nome,93nome121,wesa,bharrington,1993-05-31,,4,,float
b94.5,1994,nome,94nome11,wesa,bharrington,1994-05-24,,4,,float
b93.5,1993,nome,93nome123,wesa,bharrington,1993-05-31,,4,,float
b93.5,1993,nome,93nome304,sesa,bharrington,1993-05-28,,4,,float
b93.5,1993,nome,93nome108,sesa,bharrington,1993-05-28,,4,,float
b93.6,1993,nome,93nome124,sesa,,1993-06-01,,4,,hatch
b93.6,1993,nome,93nome126,sesa,bharrington,1993-06-01,,4,,float
b95.5,1995,nome,95nome19,wesa,,1995-05-29,,4,,hatch
b96.5,1996,nome,96nome302,wesa,bharrington,1996-05-24,,4,,float
b93.5,1993,nome,93nome102,wesa,bharrington,1993-05-28,,4,,float
b94.5,1994,nome,94nome306,wesa,,1994-05-23,,4,,hatch
b94.6,1994,nome,94nome47,sesa,bharrington,1994-06-12,,3,,float
b93.6,1993,nome,93nome130,sesa,bharrington,1993-06-04,,4,,float
b94.5,1994,nome,94nome29,sesa,bharrington,1994-05-31,,4,,float
b93.5,1993,nome,93nome306,sesa,,1993-05-29,,3,,hatch
b93.5,1993,nome,93nome1,wesa,,1993-05-27,,4,,
b93.5,1993,nome,93nome301,wesa,bharrington,1993-05-27,,4,,float
b94.5,1994,nome,94nome202,wesa,,1994-05-23,,4,,lay
b93.5,1993,nome,93nome12,sesa,bharrington,1993-05-29,,4,,float
b93.5,1993,nome,93nome13,sesa,bharrington,1993-05-30,,4,,float
b93.5,1993,nome,93nome15,wesa,bharrington,1993-05-30,,4,,float
b94.5,1994,nome,94nome310,wesa,bharrington,1994-05-26,,4,,float
b96.6,1996,nome,96nome33,wesa,bharrington,1996-06-08,,4,,float
b93.5,1993,nome,93nome16,wesa,bharrington,1993-05-30,,4,,float
b96.5,1996,nome,96nome2,wesa,,1996-05-18,,4,,lay
b94.5,1994,nome,94nome102,wesa,,1994-05-23,,4,,hatch
b93.5,1993,nome,93nome17,wesa,bharrington,1993-05-30,,4,,float
b94.5,1994,nome,94nome22,wesa,,1994-05-28,,4,,hatch
b94.6,1994,nome,94nome320,wesa,,1994-06-02,,4,,hatch
b95.5,1995,nome,95nome201,wesa,,1995-05-24,,4,,lay
b96.5,1996,nome,96nome7,wesa,,1996-05-26,,4,,hatch
b93.5,1993,nome,93nome309,wesa,bharrington,1993-05-31,,4,,float
b94.6,1994,nome,94nome116,sesa,bharrington,1994-06-02,,4,,float
b95.5,1995,nome,95nome20,sesa,bharrington,1995-05-30,,4,,float
b93.5,1993,nome,93nome8,sesa,,1993-05-28,,4,,hatch
b93.5,1993,nome,93nome200,sesa,,1993-05-31,,4,,hatch
b94.6,1994,nome,94nome36,sesa,bharrington,1994-06-03,,4,,float
b95.5,1995,nome,95nome215,sesa,bharrington,1995-05-31,,4,,float
b93.5,1993,nome,93nome9,wesa,bharrington,1993-05-29,,4,,float
b95.5,1995,nome,95nome105,sesa,bharrington,1995-05-30,,4,,float
b96.6,1996,nome,96nome36,sesa,,1996-06-10,,4,,hatch
b93.6,1993,nome,93nome19,sesa,bharrington,1993-06-04,,4,,float
b93.6,1993,nome,93nome201,sesa,bharrington,1993-06-01,,4,,float
b94.6,1994,nome,94nome41,sesa,bharrington,1994-06-08,,4,,float
b93.6,1993,nome,93nome203,wesa,,1993-06-01,,4,,hatch
b93.5,1993,nome,93nome114,wesa,bharrington,1993-05-29,,4,,float
b93.6,1993,nome,93nome320,sesa,,1993-06-04,,4,,lay
b93.5,1993,nome,93nome400,sesa,bharrington,1993-05-28,,4,,float
b93.6,1993,nome,93nome134,sesa,,1993-06-08,,3,,
b93.6,1993,nome,93nome323,wesa,,1993-06-05,,4,,hatch
b96.6,1996,nome,96nome24,sesa,,1996-06-03,,4,,hatch
b93.6,1993,nome,93nome325,sesa,bharrington,1993-06-06,,3,,float
b93.6,1993,nome,93nome135,wesa,bharrington,1993-06-08,,4,,float
b93.6,1993,nome,93nome137,sesa,,1993-06-10,,4,,hatch
b93.6,1993,nome,93nome131,sesa,bharrington,1993-06-06,,3,,float
b93.6,1993,nome,93nome335,sesa,,1993-06-13,,3,,hatch
b94.6,1994,nome,94nome128,sesa,bharrington,1994-06-11,,3,,float
b97.6,1997,nome,97nome312,wesa,,1997-06-01,,4,,
b95.5,1995,nome,95nome4,sesa,,1995-05-23,,4,,lay
b94.6,1994,nome,94nome37,sesa,bharrington,1994-06-03,,3,,float
b93.5,1993,nome,93nome109,sesa,bharrington,1993-05-28,,4,,float
b93.5,1993,nome,93nome115,wesa,bharrington,1993-05-29,,4,,float
b93.5,1993,nome,93nome118,wesa,,1993-05-30,,4,,lay
b94.5,1994,nome,94nome1,wesa,,1994-05-18,,4,,lay
b95.5,1995,nome,95nome1,wesa,,1995-05-20,,4,,lay
b96.5,1996,nome,96nome106,wesa,bharrington,1996-05-27,,4,,float
b94.5,1994,nome,94nome308,wesa,bharrington,1994-05-24,,4,,float
b93.5,1993,nome,93nome403,wesa,bharrington,1993-05-31,,4,,float
b95.6,1995,nome,95nome34,wesa,,1995-06-04,,4,,hatch
b96.6,1996,nome,96nome23,wesa,,1996-06-03,,4,,hatch
b93.5,1993,nome,93nome120,wesa,bharrington,1993-05-31,,7,,float
b94.6,1994,nome,94nome38,sesa,bharrington,1994-06-05,,4,,float
b93.6,1993,nome,93nome405,sesa,,1993-06-01,,4,,hatch
b94.5,1994,nome,94nome100,wesa,,1994-05-21,,4,,lay
b93.6,1993,nome,93nome406,wesa,bharrington,1993-06-01,,4,,float
b93.5,1993,nome,93nome307,sesa,,1993-05-29,,4,,lay
b94.5,1994,nome,94nome301,wesa,,1994-05-21,,4,,lay
b97.5,1997,nome,97nome31,wesa,,1997-05-25,,4,,
b95.5,1995,nome,95nome203,wesa,bharrington,1995-05-24,,4,,float
b93.6,1993,nome,93nome324,wesa,,1993-06-06,,4,,hatch
b94.5,1994,nome,94nome105,wesa,,1994-05-26,,4,,hatch
b97.5,1997,nome,97nome307,wesa,,1997-05-22,,4,,
b93.5,1993,nome,93nome107,wesa,,1993-05-28,,4,,hatch
b93.5,1993,nome,93nome11,sesa,bharrington,1993-05-29,,4,,float
b93.5,1993,nome,93nome7,wesa,bharrington,1993-05-27,,4,,float
b96.5,1996,nome,96nome5,wesa,bharrington,1996-05-23,,4,,float
b94.5,1994,nome,94nome27,wesa,,1994-05-28,,4,,hatch
b95.5,1995,nome,95nome103,sesa,,1995-05-29,,4,,hatch
b93.5,1993,nome,93nome10,sesa,bharrington,1993-05-29,,4,,float
b94.5,1994,nome,94nome14,sesa,bharrington,1994-05-26,,4,,float
b94.6,1994,nome,94nome118,sesa,bharrington,1994-06-05,,3,,float
b93.5,1993,nome,93nome308,sesa,bharrington,1993-05-30,,4,,float
b93.6,1993,nome,93nome316,wesa,,1993-06-03,,4,,lay
b94.5,1994,nome,94nome6,wesa,bharrington,1994-05-23,,4,,float
b93.6,1993,nome,93nome21,wesa,,1993-06-04,,2,,
b94.6,1994,nome,94nome32,wesa,,1994-06-01,,4,,hatch
b95.6,1995,nome,95nome128,wesa,,1995-06-12,,4,,hatch
b96.6,1996,nome,96nome15,wesa,,1996-06-02,,4,,hatch
b93.6,1993,nome,93nome321,wesa,,1993-06-05,,4,,
b93.5,1993,nome,93nome100,wesa,,1993-05-28,,4,,lay
b93.6,1993,nome,93nome326,wesa,,1993-06-08,,4,,hatch
b93.5,1993,nome,93nome112,sesa,bharrington,1993-05-29,,4,,float
b94.6,1994,nome,94nome324,sesa,,1994-06-05,,4,,hatch
b95.6,1995,nome,95nome35,wesa,,1995-06-05,,4,,lay
b93.6,1993,nome,93nome22,wesa,bharrington,1993-06-04,,4,,float
b94.5,1994,nome,94nome104,wesa,bharrington,1994-05-26,,4,,float
b93.5,1993,nome,93nome14,wesa,,1993-05-30,,4,,hatch
b93.6,1993,nome,93nome319,sesa,bharrington,1993-06-04,,4,,float
b94.6,1994,nome,94nome115,sesa,bharrington,1994-06-01,,3,,float
b95.6,1995,nome,95nome224,sesa,,1995-06-07,,4,,lay
b93.6,1993,nome,93nome127,sesa,bharrington,1993-06-04,,4,,float
b98.6,1998,nome,98nome54,wesa,,1998-06-02,,4,,hatch
b93.6,1993,nome,93nome318,wesa,,1993-06-04,,3,,lay
b93.6,1993,nome,93nome24,wesa,bharrington,1993-06-06,,4,,float
b93.6,1993,nome,93nome26,wesa,,1993-06-06,,4,,hatch
b94.5,1994,nome,94nome307,wesa,,1994-05-24,,4,,lay
b93.6,1993,nome,93nome317,sesa,,1993-06-03,,4,,hatch
b93.6,1993,nome,93nome133,sesa,,1993-06-08,,3,,hatch
b93.6,1993,nome,93nome140,wesa,,1993-06-14,,4,,hatch
b93.6,1993,nome,93nome501,sesa,bharrington,1993-06-06,,4,,float
b93.6,1993,nome,93nome139,sesa,bharrington,1993-06-10,,4,,float
b93.6,1993,nome,93nome330,sesa,,1993-06-11,,4,,hatch
b95.5,1995,nome,95nome7,sesa,,1995-05-26,,2,,lay
b93.6,1993,nome,93nome322,sesa,,1993-06-05,,4,,hatch
b95.5,1995,nome,95nome100,wesa,,1995-05-26,,3,,hatch
b96.5,1996,nome,96nome100,wesa,bharrington,1996-05-22,,3,,float
b93.6,1993,nome,93nome404,wesa,,1993-06-01,,3,,lay
b94.5,1994,nome,94nome111,sesa,bharrington,1994-05-29,,3,,float
b95.5,1995,nome,95nome214,sesa,bharrington,1995-05-31,,4,,float
b93.6,1993,nome,93nome132,sesa,,1993-06-06,,4,,
b94.6,1994,nome,94nome209,sesa,bharrington,1994-06-08,,3,,float
b96.6,1996,nome,96nome39,sesa,,1996-06-16,,4,,hatch
b93.6,1993,nome,93nome202,sesa,,1993-06-03,,3,,lay
b94.6,1994,nome,94nome121,sesa,bharrington,1994-06-06,,4,,float
b93.6,1993,nome,93nome125,sesa,,1993-06-01,,4,,hatch
b95.5,1995,nome,95nome22,sesa,bharrington,1995-05-30,,4,,float
b93.5,1993,nome,93nome113,sesa,bharrington,1993-05-29,,4,,float
b94.6,1994,nome,94nome43,sesa,,1994-06-08,,4,,hatch
b93.5,1993,nome,93nome310,wesa,,1993-05-31,,4,,hatch
b93.6,1993,nome,93nome328,wesa,,1993-06-10,,4,,hatch
b96.6,1996,nome,96nome116,wesa,,1996-06-04,,4,,
b94.5,1994,nome,94nome309,wesa,,1994-05-25,,4,,hatch
b95.5,1995,nome,95nome206,wesa,,1995-05-26,,4,,hatch
b93.5,1993,nome,93nome305,wesa,bharrington,1993-05-29,,4,,float
b97.5,1997,nome,97nome103,wesa,,1997-05-23,,4,,
b93.6,1993,nome,93nome329,wesa,,1993-06-11,,4,,
b93.6,1993,nome,93nome331,sesa,,1993-06-11,,4,,
b94.6,1994,nome,94nome328,wesa,,1994-06-06,,4,,hatch
b93.6,1993,nome,93nome332,wesa,,1993-06-12,,3,,
b93.6,1993,nome,93nome129,wesa,bharrington,1993-06-04,,4,,float
b93.6,1993,nome,93nome315,sesa,,1993-06-03,,4,,hatch
b93.6,1993,nome,93nome136,sesa,,1993-06-08,,4,,hatch
b94.5,1994,nome,94nome19,wesa,bharrington,1994-05-28,,4,,float
b95.5,1995,nome,95nome15,wesa,bharrington,1995-05-29,,4,,float
b93.6,1993,nome,93nome327,wesa,,1993-06-08,,4,,hatch
b93.5,1993,nome,93nome311,sesa,,1993-05-31,,4,,hatch
b94.6,1994,nome,94nome33,sesa,bharrington,1994-06-02,,4,,float
b95.6,1995,nome,95nome302,sesa,,1995-06-04,,4,,hatch
b93.6,1993,nome,93nome336,sesa,,1993-06-13,,4,,hatch
b95.6,1995,nome,95nome31,wesa,bharrington,1995-06-03,,3,,float
b96.5,1996,nome,96nome204,wesa,,1996-05-26,,4,,hatch
b93.6,1993,nome,93nome411,wesa,,1993-06-15,,4,,hatch
b94.5,1994,nome,94nome4,wesa,,1994-05-22,,4,,hatch
b95.6,1995,nome,95nome118,sesa,,1995-06-07,,4,,hatch
b95.6,1995,nome,95nome116,sesa,,1995-06-04,,4,,lay
b96.6,1996,nome,96nome38,sesa,,1996-06-14,,4,,hatch
b93.6,1993,nome,93nome410,wesa,,1993-06-15,,4,,hatch
b96.6,1996,nome,96nome114,wesa,bharrington,1996-06-03,,4,,float
b99.6,1999,nome,99nome9,sesa,,1999-06-16,,4,,hatch
b11.6,2011,eaba,11eababbc01,bbpl,abankert,2011-06-23,searcher,4,,
b11.6,2011,eaba,11eababbh01,bbpl,dkessler,2011-06-28,searcher,4,5.0,float
